symbol,company,last.sale.price,market.cap,country,ipo.year,industry
ATUS,Altice USA Inc. Class A Common Stock,16.23,7379028107,United States,2017,Telecommunications Equipment
AU,AngloGold Ashanti Limited Common Stock,20.04,8363600614,South Africa,NA,Precious Metals
AUD,Audacy Common Stock,2.46,348005824,United States,NA,Broadcasting
AUS,Austerlitz Acquisition Corporation I Class A Ordinary Shares,9.73,959100014,,2021,
AUY,Yamana Gold Inc. Ordinary Shares (Canada),4.11,3958575270,Canada,NA,
AVA,Avista Corporation Common Stock,41.87,2963066334,United States,NA,Power Generation
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),5.2,5793064456,,2014,Commercial Banks
AVAN,Avanti Acquisition Corp. Class A Ordinary Shares,9.81,735750000,Cayman Islands,2020,Business Services
AVB,AvalonBay Communities Inc. Common Stock,252.55,35291569851,United States,NA,Real Estate Investment Trusts
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),16.24,502360316,United States,NA,Agricultural Chemicals
AVK,Advent Convertible and Income Fund,17.89,617656222,United States,2003,Trusts Except Educational Religious and Charitable
AVLR,Avalara Inc. Common Stock,129.29,11237354772,United States,2018,EDP Services
AVNS,Avanos Medical Inc. Common Stock,34.65,1669664754,United States,2014,Industrial Specialties
AVNT,Avient Corporation Common Stock,56.93,5208604263,United States,NA,Major Chemicals
AVTR,Avantor Inc. Common Stock,41.74,25438556783,,2019,Industrial Specialties
AVTR^A,Avantor Inc. Series A Mandatory Convertible Preferred Stock,127.99,NA,,NA,
AVY,Avery Dennison Corporation Common Stock,217.11,17975749025,United States,NA,Office Equipment/Supplies/Services
AVYA,Avaya Holdings Corp. Common Stock,19.76,1662124296,,NA,Retail: Computer Software & Peripheral Equipment
AWF,Alliancebernstein Global High Income Fund,12.13,1045965982,United States,1993,Trusts Except Educational Religious and Charitable
AWI,Armstrong World Industries Inc Common Stock,116.27,5520001616,United States,NA,
AWK,American Water Works Company Inc. Common Stock,187.39,34018358598,United States,2008,Water Supply
AWP,Aberdeen Global Premier Properties Fund Common Shares of Beneficial Interest,6.65,567962874,United States,2007,Trusts Except Educational Religious and Charitable
AWR,American States Water Company Common Stock,102.6,3789659455,United States,NA,Water Supply
AX,Axos Financial Inc. Common Stock,56.16,3341252791,United States,2018,Savings Institutions
AXH,Industrial Human Capital Inc. Common Stock,9.9,0,,2021,
AXL,American Axle & Manufacturing Holdings Inc. Common Stock,9.27,1057343069,United States,NA,Auto Parts:O.E.M.
AXP,American Express Company Common Stock,163.83,126895470325,United States,NA,Finance: Consumer Services
AXR,AMREP Corporation Common Stock,15.135,111035960,United States,NA,Homebuilding
AXS,Axis Capital Holdings Limited Common Stock,54.39,4610823975,Bermuda,2003,Property-Casualty Insurers
AXS^E,Axis Capital Holdings Limited Depositary Shares each representing 1/100th interest in a share of a 5.50% Series E Preferred Shares,25.2,NA,Bermuda,NA,
AXTA,Axalta Coating Systems Ltd. Common Shares,32.82,7494478638,United States,2014,Paints/Coatings
AYI,Acuity Brands Inc.,218.4,7641167134,United States,NA,Building Products
AYX,Alteryx Inc. Class A Common Stock,60.94,4110637863,United States,2017,Computer Software: Prepackaged Software
AZEK,The AZEK Company Inc. Class A Common Stock,45.57,7057718140,United States,2020,
AZO,AutoZone Inc. Common Stock,2104.04,43415594560,United States,NA,
AZRE,Azure Power Global Limited Equity Shares,17.08,823516999,India,2016,Electric Utilities: Central
AZUL,Azul S.A. American Depositary Shares (each representing three preferred shares),12.61,1453078168,Brazil,2017,Air Freight/Delivery Services
AZZ,AZZ Inc.,55.82,1386544630,United States,NA,Industrial Machinery/Components
B,Barnes Group Inc. Common Stock,46.91,2374927394,United States,NA,Office Equipment/Supplies/Services
BA,Boeing Company (The) Common Stock,203.66,119690823960,United States,NA,Aerospace
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,112.09,303866311029,China,2014,Catalog/Specialty Distribution
BAC,Bank of America Corporation Common Stock,44.63,385034281396,United States,NA,Major Banks
BAC^B,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series GG,26.45,NA,United States,NA,
BAC^E,Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,25.49,NA,United States,NA,
BAC^K,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.875% Non- Cumulative Preferred Stock Series HH,26.68,NA,United States,NA,
BAC^L,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,1467.99,NA,United States,NA,
BAC^M,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series KK,26.8,NA,United States,NA,
BAC^N,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 5.000% Non-Cumulative Preferred Stock Series LL,26.43,NA,United States,NA,
BAC^O,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.375% Non-Cumulative Preferred Stock Series NN,25.52,NA,United States,NA,
BAC^P,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.125% Non-Cumulative Preferred Stock Series PP,25.35,NA,United States,NA,
BAC^Q,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.250% Non-Cumulative Preferred Stock Series QQ,25.27,NA,United States,NA,
BACA,Berenson Acquisition Corp. I Class A Common Stock,9.68,332871000,,2021,
BAH,Booz Allen Hamilton Holding Corporation Common Stock,85.17,11403978192,United States,2010,Professional Services
BAK,Braskem SA ADR,20.01,7964643051,Brazil,NA,Major Chemicals
BALY,Bally's Corporation Common Stock,37.56,2041888215,,2019,Recreational Products/Toys
BAM,Brookfield Asset Management Inc. Common Stock,60.92,95539673098,Canada,NA,Other Consumer Services
BAMH,Brookfield Finance Inc. 4.625% Subordinated Notes due October 16 2080,25.29,0,,2020,Building operators
BAMI,Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,24.365,0,,2020,Building operators
BAMR,Brookfield Asset Management Reinsurance Partners Ltd. Class A Exchangeable Limited Voting Shares,62.01,1726152341,,2021,
BANC,Banc of California Inc. Common Stock,19.82,1241868836,United States,NA,Major Banks
BANC^E,Banc of California Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.000% Non-Cumulative Perpetual Preferred Stock Series E,25.4,NA,United States,NA,
BAP,Credicorp Ltd. Common Stock,121.77,9682663320,Peru,NA,Commercial Banks
BARK,BARK Inc. Class A Common Stock,3.93,675615504,,2020,Department/Specialty Retail Stores
BAX,Baxter International Inc. Common Stock,87.19,43655461121,United States,NA,Medical/Dental Instruments
BB,BlackBerry Limited Common Stock,9.21,5283554965,Canada,NA,
BBAI,BigBear.ai Inc. Common Stock,6.08,824242660,,2021,EDP Services
BBAR,Banco BBVA Argentina S.A. ADS,3.28,669841203,Argentina,NA,Commercial Banks
BBD,Banco Bradesco Sa American Depositary Shares,3.36,32556836162,Brazil,NA,Commercial Banks
BBDC,Barings BDC Inc. Common Stock,10.98,717170613,United States,NA,Investment Managers
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),2.85,27615173530,Brazil,NA,Commercial Banks
BBL,BHP Group PlcSponsored ADR,59.58,150675531830,Australia,NA,Coal Mining
BBLN,Babylon Holdings Limited Class A Ordinary Shares,6.04,2475764350,United States,NA,
BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,25.85,1523767826,United States,2010,Finance Companies
BBU,Brookfield Business Partners L.P. Limited Partnership Units,45.96,3577759187,,2016,Building Products
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,5.91,38725015551,Spain,NA,Commercial Banks
BBW,Build-A-Bear Workshop Inc. Common Stock,18.15,296350459,United States,2004,Recreational Products/Toys
BBWI,Bath & Body Works Inc.,69.5,17911743635,United States,NA,Diversified Commercial Services
BBY,Best Buy Co. Inc. Common Stock,100.86,24262972172,United States,NA,Consumer Electronics/Video Chains
BC,Brunswick Corporation Common Stock,99.67,7684091342,United States,NA,Recreational Products/Toys
BC^A,Brunswick Corporation 6.500% Senior Notes due 2048,27.12,NA,United States,NA,
BC^B,Brunswick Corporation 6.625% Senior Notes due 2049,27.4628,NA,United States,NA,
BC^C,Brunswick Corporation 6.375% Notes due 2049,27.38,NA,United States,NA,
BCAT,BlackRock Capital Allocation Trust Common Shares of Beneficial Interest,19,2133020921,United States,2020,Finance/Investors Services
BCC,Boise Cascade L.L.C. Common Stock,70.57,2775575050,United States,2013,
BCE,BCE Inc. Common Stock,51.52,46821376000,Canada,NA,
BCH,Banco De Chile Banco De Chile ADS,15.74,7950044275,Chile,NA,Commercial Banks
BCO,Brinks Company (The) Common Stock,66.19,3253500745,United States,NA,Diversified Manufacture
BCS,Barclays PLC Common Stock,10.37,43426066181,United Kingdom,NA,Commercial Banks
BCSF,Bain Capital Specialty Finance Inc. Common Stock,15.75,1016855674,United States,2018,Finance/Investors Services
BCX,BlackRock Resources Common Shares of Beneficial Interest,9.32,823105064,United States,2011,Finance/Investors Services
BDC,Belden Inc Common Stock,64.91,2914360142,United States,NA,Telecommunications Equipment
BDJ,Blackrock Enhanced Equity Dividend Trust,10.1,1878634683,United States,2005,Finance Companies
BDN,Brandywine Realty Trust Common Stock,13.5,2310204470,United States,NA,Real Estate Investment Trusts
BDX,Becton Dickinson and Company Common Stock,252.79,72056113502,United States,NA,Medical/Dental Instruments
BDXB,Becton Dickinson and Company Depositary Shares each Representing a 1/20th Interest in a Share of 6.00% Mandatory Convertible Preferred Stock Series B,52.89,0,United States,NA,Medical/Dental Instruments
BE,Bloom Energy Corporation Class A Common Stock,21.16,3712847060,,2018,Electrical Products
BEDU,Bright Scholar Education Holdings Limited American Depositary Shares each  representing one Class A Ordinary Share,1.215,144818493,China,2017,Other Consumer Services
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),17.95,21376612728,China,2020,Real Estate
BEN,Franklin Resources Inc. Common Stock,33.85,16985764101,United States,NA,Investment Managers
BEP,Brookfield Renewable Partners L.P.,34.63,9523610325,,NA,Electric Utilities: Central
BEP^A,Brookfield Renewable Partners L.P. 5.25% Class A Preferred Limited Partnership Units Series 17,26.2,NA,,NA,
BEPC,Brookfield Renewable Corporation Class A Subordinate Voting Shares,35.58,6127007361,,2020,
BEPH,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes,24.15,0,,NA,
BEPI,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes,25.52,0,,2021,
BERY,Berry Global Group Inc. Common Stock,73.93,10024908000,United States,2012,Plastic Products
BEST,BEST Inc. American Depositary Shares each representing one Class A Ordinary Share,0.7974,309949380,Cayman Islands,2017,
BF/A,Brown Forman Corporation,67.54,NA,United States,NA,
BF/B,Brown Forman Corporation,72.45,NA,United States,NA,
BFAM,Bright Horizons Family Solutions Inc. Common Stock,125.21,7558823275,United States,2013,Other Consumer Services
BFK,BlackRock Municipal Income Trust,15.35,689812944,United States,NA,Finance Companies
BFLY,Butterfly Network Inc. Class A Common Stock,6.39,1260472856,,2020,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BFS,Saul Centers Inc. Common Stock,52.96,1255152000,United States,1993,Real Estate Investment Trusts
BFS^D,Saul Centers Inc. Depositary Shares each representing 1/100th of a share of 6.125% Series D Cumulative Redeemable Preferred Stock,26.1401,NA,United States,NA,
BFS^E,Saul Centers Inc. Depositary shares each representing a 1/100th fractional interest in a share of 6.000% Series E Cumulative Redeemable Preferred Stock,27.475,NA,United States,NA,
BFZ,BlackRock California Municipal Income Trust,14.63,458528822,United States,2001,Finance Companies
BG,Bunge Limited Bunge Limited,92.21,12957367550,United States,2001,Farming/Seeds/Milling
BGB,Blackstone Strategic Credit Fund Common Shares,13.71,612348677,,2012,Trusts Except Educational Religious and Charitable
BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,16.78,336679172,United States,2012,Investment Managers
BGR,BlackRock Energy and Resources Trust,9.57,278568067,United States,2004,Trusts Except Educational Religious and Charitable
BGS,B&G Foods Inc. B&G Foods Inc. Common Stock,31.13,2020240777,United States,NA,Packaged Foods
BGSF,BGSF Inc. Common Stock,14.62,152104565,United States,NA,Diversified Commercial Services
BGSX,Build Acquisition Corp. Class A Common Stock,9.75,243750000,,2021,
BGT,BlackRock Floating Rate Income Trust,14.51,324448983,United States,2004,Trusts Except Educational Religious and Charitable
BGX,Blackstone Long Short Credit Income Fund Common Shares,14.9,189346175,,2011,Trusts Except Educational Religious and Charitable
BGY,Blackrock Enhanced International Dividend Trust,6.27,653572078,United States,2007,Trusts Except Educational Religious and Charitable
BH,Biglari Holdings Inc. Class B Common Stock,142.38,441799445,United States,2018,Restaurants
BHC,Bausch Health Companies Inc. Common Stock,27.93,10036108043,Canada,NA,
BHE,Benchmark Electronics Inc. Common Stock,27.35,963384796,United States,NA,Electrical Products
BHG,Bright Health Group Inc. Common Stock,3.36,2111966297,,2021,Medical Specialities
BHIL,Benson Hill Inc. Common Stock,7.4,1317634654,,2021,Farming/Seeds/Milling
BHK,Blackrock Core Bond Trust Blackrock Core Bond Trust,16.72,902187240,United States,2001,Finance Companies
BHLB,Berkshire Hills Bancorp Inc. Common Stock,28.58,1390683337,United States,NA,Savings Institutions
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),60.21,152400812686,Australia,NA,Precious Metals
BHR,Braemar Hotels & Resorts Inc. Common Stock,5.11,329610412,United States,2013,Real Estate Investment Trusts
BHR^B,Braemar Hotels & Resorts Inc. 5.50% Series B Cumulative Convertible Preferred Stock par value $0.01 per share,20.69,NA,United States,NA,
BHR^D,Braemar Hotels & Resorts Inc. 8.25% Series D Cumulative Preferred Stock  par value $0.01 per share,26.3,NA,United States,NA,
BHV,BlackRock Virginia Municipal Bond Trust,18.38,29594318,United States,2002,Finance/Investors Services
BHVN,Biohaven Pharmaceutical Holding Company Ltd. Common Shares,139.08,9109915380,United States,2017,Biotechnology: Pharmaceutical Preparations
BIF,Boulder Growth & Income Fund Inc.,14.25,1394348564,United States,NA,Investment Managers
BIG,Big Lots Inc. Common Stock,44.54,1360263626,United States,NA,Department/Specialty Retail Stores
BIGZ,BlackRock Innovation and Growth Trust Common Shares of Beneficial Interest,14.02,0,,2021,
BILL,Bill.com Holdings Inc. Common Stock,248.64,25498955200,,2019,Computer Software: Prepackaged Software
BIO,Bio-Rad Laboratories Inc. Class A Common Stock,750.74,22460814242,United States,NA,Biotechnology: Laboratory Analytical Instruments
BIO/B,Bio-Rad Laboratories Inc.,722.9102,NA,United States,NA,
BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,60.14,18354392058,Bermuda,NA,Marine Transportation
BIP^A,Brookfield Infrastructure Partners LP 5.125% Class A Preferred Limited Partnership Units Series 13,25.17,NA,Bermuda,NA,
BIP^B,Brookfield Infrastructure Partners LP 5.000% Class A Preferred Limited Partnership Units Series 14,25.15,NA,Bermuda,NA,
BIPC,Brookfield Infrastructure Partners LP Class A Subordinate Voting Shares,66.96,4912272045,,2020,
BIPH,Brookfield Infrastructure Corporation 5.000% Subordinated Notes due 2081,24.83,0,,2021,Medical/Dental Instruments
BIT,BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest,18.72,703086247,,2013,Trusts Except Educational Religious and Charitable
BITE,Bite Acquisition Corp. Common Stock,9.72,249220800,,2021,
BJ,BJ's Wholesale Club Holdings Inc. Common Stock,67.27,9146339180,United States,2018,Department/Specialty Retail Stores
BK,The Bank of New York Mellon Corporation Common Stock,58.37,48203175447,United States,NA,Investment Managers
BKD,Brookdale Senior Living Inc. Common Stock,5.08,941640423,United States,2005,Hospital/Nursing Management
BKE,Buckle Inc. (The) Common Stock,42.56,2118780695,United States,NA,Clothing/Shoe/Accessory Stores
